GROUP,SURVEY,SP,ID,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,TRAIN_AV,CAR_AV,SM_AV,TRAIN_TT,TRAIN_CO,TRAIN_HE,SM_TT,SM_CO,SM_HE,SM_SEATS,CAR_TT,CAR_CO,CHOICE,SM_COST,TRAIN_COST,CAR_COST
3,1,1,1039,4,0,3,1,0,2,1,1,0,25,22,1,1,1,1.01,42,1.2,0.78,50,0.2,0,0.5,32,3,0.5,0.42,0.32
2,0,1,430,7,0,3,2,0,3,0,2,0,25,10,1,1,1,1.26,68,1.2,0.96,83,0.1,1,1.3,195,2,0.83,0.68,1.95
3,1,1,489,1,1,1,2,0,4,1,2,0,22,9,1,1,1,2.09,94,0.6,1.17,127,0.3,0,1.6,175,2,1.27,0.94,1.75
3,1,1,702,3,1,1,2,0,3,1,2,0,2,17,1,1,1,2.3,88,0.3,0.88,97,0.1,0,1.5,76,2,0.97,0.88,0.76
3,1,1,933,3,1,3,3,1,3,1,3,0,2,1,1,1,1,1.21,170,1.2,0.88,210,0.1,0,0.8,50,3,2.1,1.7,0.5
2,0,1,269,3,0,3,1,1,1,0,1,0,22,2,1,1,1,1.03,63,1.2,0.52,71,0.3,0,0.56,65,2,0.71,0.63,0.65
3,1,1,1127,4,1,1,1,1,4,1,3,0,25,9,1,1,1,2.22,98,0.3,0.93,112,0.1,0,2.08,215,2,1.12,0.98,2.15
3,1,1,805,3,1,1,3,0,4,1,2,0,22,1,1,1,1,1.82,116,0.6,0.68,122,0.2,0,1.6,100,2,1.22,1.16,1.0
3,1,1,1011,4,0,1,1,1,2,1,1,0,2,1,1,1,1,1.52,43,0.3,0.94,49,0.3,0,1.17,40,3,0.49,0.43,0.4
2,0,1,413,5,1,6,2,1,3,1,3,1,2,17,1,1,1,2.41,3780,1.2,1.09,5460,0.2,1,1.2,76,2,0.0,0.0,0.76
2,0,1,394,3,1,10,1,1,2,1,2,0,2,15,1,1,1,2.17,576,1.2,1.04,624,0.2,0,2.34,150,2,6.24,5.76,1.5
3,1,1,451,1,0,1,2,0,2,0,1,0,22,17,1,1,1,3.41,56,0.3,1.88,74,0.2,0,2.6,125,2,0.74,0.56,1.25
2,0,1,151,2,0,6,1,1,3,1,3,1,25,22,1,1,1,0.52,2340,0.3,0.33,3380,0.3,0,0.4,35,1,0.0,0.0,0.35
3,1,1,1177,4,1,3,1,1,5,1,2,0,15,19,1,1,1,1.49,143,1.2,0.96,155,0.2,0,1.17,60,3,1.55,1.43,0.6
3,1,1,652,3,0,3,3,1,2,1,3,0,25,1,1,1,1,2.0,123,0.3,0.63,144,0.3,0,2.73,100,3,1.44,1.23,1.0
2,0,1,179,2,0,8,2,1,2,1,3,0,25,22,1,1,1,0.66,201,0.3,0.33,357,0.2,0,0.52,30,1,3.57,2.01,0.3
3,1,1,834,3,1,3,0,0,4,1,0,0,2,1,1,1,1,1.23,130,0.3,0.65,155,0.3,0,1.3,52,2,1.55,1.3,0.52
2,0,1,117,2,0,1,3,1,2,0,4,0,1,2,1,1,1,1.25,40,0.6,0.7,52,0.3,0,0.75,60,2,0.52,0.4,0.6
3,1,1,578,3,0,1,2,1,3,1,3,0,2,17,1,1,1,2.14,54,0.6,1.01,72,0.3,0,1.6,110,3,0.72,0.54,1.1
2,0,1,71,1,1,1,2,1,3,0,3,0,17,2,1,1,1,1.77,101,1.2,0.64,112,0.2,0,1.43,95,2,1.12,1.01,0.95
3,1,1,981,4,0,1,1,1,2,0,1,0,1,22,1,1,1,2.06,54,0.3,0.73,62,0.1,0,1.7,80,2,0.62,0.54,0.8
2,0,1,348,3,1,1,1,1,3,1,2,0,1,10,1,1,1,1.51,74,0.6,1.14,81,0.2,1,1.95,80,2,0.81,0.74,0.8
3,1,1,1118,4,1,1,1,0,4,0,2,0,22,3,1,1,1,2.65,101,0.6,1.75,112,0.3,0,2.08,64,3,1.12,1.01,0.64
3,1,1,497,1,1,3,1,1,3,1,3,0,17,13,1,1,1,2.55,138,0.3,1.69,167,0.2,0,1.82,80,3,1.67,1.38,0.8
3,1,1,494,1,1,1,3,0,3,1,3,0,25,12,1,1,1,1.93,90,0.3,1.12,99,0.3,0,2.47,124,2,0.99,0.9,1.24
2,0,1,367,3,1,5,1,1,4,0,3,0,17,2,1,1,1,2.04,100,1.2,0.54,100,0.3,1,1.4,80,2,1.0,1.0,0.8
3,1,1,1133,4,1,1,1,1,3,1,3,0,22,1,1,1,1,1.58,106,1.2,0.74,140,0.1,0,1.2,100,2,1.4,1.06,1.0
3,1,1,488,1,1,1,2,0,3,1,3,0,22,2,1,1,1,0.82,38,0.6,0.31,58,0.3,0,0.56,58,2,0.58,0.38,0.58
3,1,1,876,3,1,3,2,0,4,1,3,0,2,17,1,1,1,2.49,189,1.2,0.96,254,0.1,0,2.08,136,2,2.54,1.89,1.36
2,0,1,140,2,0,6,1,1,2,0,3,1,25,22,1,1,1,0.54,2340,0.3,0.35,3380,0.3,0,0.6,25,1,0.0,0.0,0.25
3,1,1,943,4,0,1,1,0,2,0,2,0,9,2,1,1,1,1.04,50,0.3,0.56,52,0.1,0,1.3,65,2,0.52,0.5,0.65
3,1,1,1024,4,0,3,1,0,2,0,2,0,25,2,1,1,1,1.25,96,0.6,0.44,99,0.2,0,0.88,52,2,0.99,0.96,0.52
3,1,1,883,3,1,3,2,0,4,1,3,0,25,1,1,1,1,1.82,252,1.2,0.81,337,0.1,0,1.68,135,3,3.37,2.52,1.35
3,1,1,532,2,1,1,1,1,3,0,1,0,10,18,1,1,1,1.78,97,1.2,1.4,109,0.2,0,2.1,162,2,1.09,0.97,1.62
2,0,1,417,6,0,1,2,0,4,0,2,0,17,1,1,1,1,1.68,29,1.2,0.92,40,0.1,1,1.43,52,2,0.4,0.29,0.52
3,1,1,457,1,0,3,1,0,2,1,3,0,22,2,1,1,1,0.82,60,1.2,0.38,86,0.1,0,0.56,45,3,0.86,0.6,0.45
2,0,1,290,3,0,5,1,1,2,0,4,0,1,22,1,1,1,2.86,50,0.3,1.46,60,0.1,0,1.8,84,1,0.6,0.5,0.84
2,0,1,403,5,0,5,2,1,2,1,2,0,17,2,1,1,1,2.2,60,1.2,0.67,60,0.3,1,1.5,85,2,0.6,0.6,0.85
3,1,1,1173,4,1,3,1,1,5,1,2,0,22,21,1,1,1,3.94,329,0.6,3.48,330,0.2,0,1.92,116,3,3.3,3.29,1.16
2,0,1,93,1,1,6,2,1,3,1,3,1,1,2,1,1,1,1.58,3780,0.6,0.81,5040,0.2,0,0.8,65,1,0.0,0.0,0.65
2,0,1,415,5,1,10,2,1,4,1,3,0,2,1,1,1,1,1.16,498,1.2,0.44,498,0.3,1,0.8,120,2,4.98,4.98,1.2
3,1,1,532,2,1,1,1,1,3,0,1,0,10,18,1,1,1,1.98,87,0.6,1.47,99,0.1,0,2.73,162,2,0.99,0.87,1.62
3,1,1,454,1,0,1,3,0,2,0,2,0,22,1,1,1,1,1.64,52,1.2,0.64,57,0.3,0,1.6,149,3,0.57,0.52,1.49
3,1,1,835,3,1,3,0,0,4,1,0,0,2,25,1,1,1,1.67,162,0.3,1.09,210,0.2,0,1.28,76,3,2.1,1.62,0.76
3,1,1,541,3,0,1,0,0,3,0,0,0,2,22,1,1,1,0.95,37,1.2,0.54,48,0.1,0,0.72,50,3,0.48,0.37,0.5
3,1,1,709,3,1,1,2,0,3,1,3,0,2,17,1,1,1,2.09,97,0.6,1.78,105,0.2,0,2.08,95,2,1.05,0.97,0.95
3,1,1,491,1,1,1,2,0,3,1,2,0,10,1,1,1,1,1.3,74,1.2,0.85,84,0.2,0,1.2,91,2,0.84,0.74,0.91
3,1,1,944,4,0,1,1,0,2,1,2,0,1,2,1,1,1,1.14,38,1.2,0.63,43,0.3,0,0.72,58,2,0.43,0.38,0.58
3,1,1,1179,4,1,3,1,1,3,1,3,0,25,17,1,1,1,3.3,213,1.2,1.65,254,0.2,0,1.92,124,3,2.54,2.13,1.24
3,1,1,769,3,1,1,2,1,3,1,3,0,2,25,1,1,1,1.48,94,1.2,0.92,112,0.1,0,1.2,115,3,1.12,0.94,1.15
3,1,1,691,3,1,1,2,0,2,1,2,0,17,10,1,1,1,1.83,92,1.2,0.82,109,0.2,0,1.7,143,2,1.09,0.92,1.43
3,1,1,447,1,0,1,1,0,4,1,3,0,2,22,1,1,1,0.97,31,1.2,0.53,45,0.1,0,0.64,40,2,0.45,0.31,0.4
3,1,1,781,3,1,1,2,1,4,1,2,0,2,22,1,1,1,1.34,56,0.6,0.56,65,0.1,0,0.64,55,2,0.65,0.56,0.55
3,1,1,1146,4,1,1,1,1,3,1,3,0,20,23,1,1,1,3.88,122,1.2,1.62,168,0.1,0,3.77,195,2,1.68,1.22,1.95
3,1,1,708,3,1,1,2,0,3,1,3,0,2,1,1,1,1,1.04,52,0.3,0.54,71,0.1,0,0.64,45,3,0.71,0.52,0.45
3,1,1,1176,4,1,3,1,1,3,1,3,0,25,18,1,1,1,7.94,266,0.6,7.6,293,0.2,0,3.51,165,3,2.93,2.66,1.65
3,1,1,1059,4,0,3,1,0,2,0,4,0,25,11,1,1,1,1.49,89,0.3,0.94,106,0.3,0,1.6,110,2,1.06,0.89,1.1
3,1,1,1093,4,0,3,1,1,2,1,4,0,1,22,1,1,1,1.64,93,1.2,0.5,132,0.1,0,1.7,68,3,1.32,0.93,0.68
3,1,1,950,4,0,1,1,0,2,0,2,0,25,17,1,1,1,2.83,72,0.3,0.84,88,0.3,0,4.16,136,2,0.88,0.72,1.36
3,1,1,530,2,1,1,1,0,5,1,3,0,25,1,1,1,1,2.36,105,0.6,0.63,122,0.1,0,1.68,140,2,1.22,1.05,1.4
3,1,1,975,4,0,1,1,1,3,1,2,0,22,19,1,1,1,1.85,58,0.3,1.44,57,0.1,0,1.69,130,3,0.57,0.58,1.3
2,0,1,421,6,1,6,2,1,3,1,3,1,2,1,1,1,1,1.53,3780,0.6,0.77,5040,0.2,0,0.9,65,1,0.0,0.0,0.65
2,0,1,48,1,0,6,3,1,3,1,2,1,25,22,1,1,1,0.54,3120,1.2,0.21,3120,0.3,1,0.4,84,2,0.0,0.0,0.84
3,1,1,460,1,0,3,1,0,3,1,3,0,25,22,1,1,1,1.63,39,0.3,1.2,57,0.2,0,0.52,30,3,0.57,0.39,0.3
3,1,1,771,3,1,1,2,1,3,1,3,0,22,1,1,1,1,1.47,78,0.3,1.16,99,0.2,0,1.28,64,3,0.99,0.78,0.64
3,1,1,465,1,0,3,1,1,1,1,1,0,25,1,1,1,1,1.82,148,1.2,0.81,198,0.1,0,1.68,120,3,1.98,1.48,1.2
3,1,1,1109,4,0,7,1,0,1,1,1,0,22,1,1,1,1,1.89,8,0.6,1.1,10,0.2,0,2.86,120,2,0.1,0.08,1.2
3,1,1,768,3,1,1,2,1,3,1,3,0,2,17,1,1,1,2.09,81,0.3,1.27,84,0.1,0,1.9,92,2,0.84,0.81,0.92
3,1,1,739,3,1,1,2,0,2,0,3,0,3,22,1,1,1,1.47,89,0.3,1.04,88,0.1,0,1.82,110,2,0.88,0.89,1.1
2,0,1,203,2,1,6,1,1,3,1,3,1,23,25,1,1,1,0.86,4200,0.6,0.72,5040,0.2,1,1.56,70,1,0.0,0.0,0.7
3,1,1,879,3,1,3,2,0,4,1,3,0,22,1,1,1,1,1.69,163,1.2,0.84,189,0.3,0,2.21,88,2,1.89,1.63,0.88
3,1,1,837,3,1,3,1,0,2,1,2,0,22,1,1,1,1,1.64,176,1.2,0.64,194,0.3,0,1.36,123,3,1.94,1.76,1.23
3,1,1,655,3,0,6,1,1,4,1,3,0,1,22,1,1,1,1.77,12,0.3,0.63,15,0.3,0,2.21,84,2,0.15,0.12,0.84
3,1,1,1004,4,0,1,1,1,5,0,2,0,2,21,1,1,1,3.44,66,0.6,2.29,72,0.1,0,1.44,105,3,0.72,0.66,1.05
3,1,1,1031,4,0,3,1,0,4,1,2,0,22,17,1,1,1,3.05,158,0.6,2.28,172,0.1,0,1.9,84,3,1.72,1.58,0.84
2,0,1,66,1,1,1,2,1,2,0,2,0,2,5,1,1,1,1.73,71,0.6,1.18,92,0.3,0,1.35,70,2,0.92,0.71,0.7
3,1,1,504,1,1,3,2,0,3,1,3,0,25,12,1,1,1,1.75,163,1.2,1.17,181,0.3,0,2.21,88,2,1.81,1.63,0.88
2,0,1,121,2,0,2,2,1,4,1,3,0,22,25,1,1,1,0.72,12,1.2,0.48,15,0.2,0,0.52,60,2,0.15,0.12,0.6
3,1,1,534,2,1,1,1,1,4,1,2,0,1,25,1,1,1,2.28,98,0.6,1.13,118,0.1,0,2.86,175,2,1.18,0.98,1.75
3,1,1,911,3,1,3,2,1,3,1,3,0,17,1,1,1,1,0.85,74,0.3,0.39,116,0.2,0,0.48,24,3,1.16,0.74,0.24
2,0,1,410,5,1,1,2,1,3,1,3,0,2,1,1,1,1,0.85,60,0.3,0.27,74,0.3,1,1.17,48,1,0.74,0.6,0.48
3,1,1,568,3,0,1,2,1,2,1,2,0,2,1,1,1,1,1.35,42,0.6,0.8,53,0.3,0,1.1,55,2,0.53,0.42,0.55
2,0,1,176,2,0,8,1,1,4,0,1,1,22,25,1,1,1,0.43,1806,0.6,0.2,3211,0.3,1,0.32,32,1,0.0,0.0,0.32
3,1,1,528,2,0,6,1,1,3,1,2,0,2,1,1,1,1,0.85,12,0.6,0.41,14,0.2,0,1.04,50,1,0.14,0.12,0.5
3,1,1,1091,4,0,3,1,1,2,0,2,0,22,12,1,1,1,2.47,99,0.3,1.61,106,0.1,0,1.7,76,3,1.06,0.99,0.76
2,0,1,437,7,1,3,1,3,3,1,2,0,1,25,1,1,1,2.06,196,1.2,0.99,225,0.3,0,2.6,80,2,2.25,1.96,0.8
3,1,1,662,3,1,1,0,0,4,1,0,0,2,1,1,1,1,0.92,60,0.3,0.34,74,0.3,0,1.43,52,2,0.74,0.6,0.52
3,1,1,981,4,0,1,1,1,2,0,1,0,1,22,1,1,1,1.73,54,0.6,0.65,74,0.3,0,1.7,100,2,0.74,0.54,1.0
3,1,1,895,3,1,3,2,1,2,1,2,0,1,22,1,1,1,2.31,233,0.6,1.17,254,0.2,0,1.6,92,3,2.54,2.33,0.92
3,1,1,812,3,1,1,3,1,2,1,2,0,1,22,1,1,1,1.93,79,0.6,0.56,90,0.2,0,1.7,136,2,0.9,0.79,1.36
3,1,1,478,1,1,1,1,0,2,1,3,0,25,1,1,1,1,2.0,94,0.3,0.71,109,0.1,0,1.52,165,3,1.09,0.94,1.65
3,1,1,1136,4,1,1,1,1,4,1,2,0,1,22,1,1,1,1.82,81,1.2,0.68,118,0.1,0,1.6,76,3,1.18,0.81,0.76
3,1,1,1095,4,0,3,1,1,4,0,2,0,25,12,1,1,1,1.75,127,0.3,1.12,128,0.1,0,2.21,143,3,1.28,1.27,1.43
3,1,1,615,3,0,3,2,0,2,1,2,0,22,1,1,1,1,1.89,97,0.3,0.81,114,0.1,0,1.36,105,3,1.14,0.97,1.05
2,0,1,97,1,1,6,2,1,4,1,3,1,1,2,1,1,1,1.32,3780,1.2,0.74,6720,0.1,0,0.9,52,1,0.0,0.0,0.52
2,0,1,378,3,1,6,1,1,4,1,3,1,15,2,1,1,1,2.21,3780,0.6,0.72,5040,0.2,0,1.4,117,1,0.0,0.0,1.17
3,1,1,769,3,1,1,2,1,3,1,3,0,2,25,1,1,1,1.62,94,1.2,0.86,105,0.2,0,1.95,115,2,1.05,0.94,1.15
3,1,1,939,3,1,7,3,1,5,1,2,0,1,2,1,1,1,1.28,12,0.3,0.5,21,0.2,0,1.3,80,1,0.21,0.12,0.8
3,1,1,1006,4,0,1,1,1,5,1,2,0,1,2,1,1,1,1.3,42,0.3,0.89,53,0.2,0,0.88,56,2,0.53,0.42,0.56
3,1,1,803,3,1,1,3,0,3,1,3,0,9,25,1,1,1,2.64,98,0.3,0.85,140,0.2,0,2.6,150,2,1.4,0.98,1.5
3,1,1,1114,4,1,1,1,0,5,1,3,0,1,25,1,1,1,2.05,94,1.2,0.98,112,0.3,0,2.86,104,2,1.12,0.94,1.04
2,0,1,326,3,0,7,1,1,1,1,1,1,1,2,1,1,1,1.67,1665,0.6,0.89,2220,0.2,0,0.9,65,1,0.0,0.0,0.65
3,1,1,553,3,0,1,1,1,3,1,2,0,1,22,1,1,1,1.96,53,0.6,0.88,72,0.3,0,1.7,105,2,0.72,0.53,1.05
3,1,1,550,3,0,1,1,1,2,1,2,0,1,2,1,1,1,0.85,31,0.6,0.34,46,0.3,0,0.64,58,3,0.46,0.31,0.58
3,1,1,565,3,0,1,2,1,2,1,1,0,17,2,1,1,1,1.26,42,0.3,0.68,49,0.3,0,1.43,56,2,0.49,0.42,0.56
3,1,1,677,3,1,1,1,0,4,1,3,0,25,2,1,1,1,1.14,82,0.6,0.49,90,0.1,0,1.1,64,2,0.9,0.82,0.64
3,1,1,484,1,1,1,2,0,2,1,3,0,17,1,1,1,1,1.19,43,0.3,0.9,68,0.3,0,0.48,39,3,0.68,0.43,0.39
3,1,1,756,3,1,1,2,1,2,1,2,0,22,1,1,1,1,1.73,92,0.3,0.59,109,0.3,0,2.6,88,2,1.09,0.92,0.88
2,0,1,405,5,0,6,1,1,3,0,2,1,2,17,1,1,1,1.37,3120,0.3,0.86,4160,0.2,1,1.0,78,2,0.0,0.0,0.78
3,1,1,1136,4,1,1,1,1,4,1,2,0,1,22,1,1,1,1.64,108,1.2,0.82,146,0.1,0,1.28,95,3,1.46,1.08,0.95
2,0,1,401,5,0,1,3,1,3,1,2,0,2,1,1,1,1,0.97,42,0.3,0.46,56,0.2,1,0.6,65,1,0.56,0.42,0.65
2,0,1,29,1,0,5,1,1,3,0,2,0,2,22,1,1,1,1.1,60,1.2,0.55,65,0.2,0,0.91,80,1,0.65,0.6,0.8
3,1,1,828,3,1,1,3,1,4,1,3,0,22,19,1,1,1,2.0,91,0.3,1.12,94,0.3,0,1.2,136,3,0.94,0.91,1.36
2,0,1,235,3,0,1,1,1,2,1,2,0,20,10,1,1,1,2.34,67,1.2,1.88,88,0.1,0,1.36,100,2,0.88,0.67,1.0
2,0,1,70,1,1,1,2,1,3,0,2,0,1,2,1,1,1,0.95,60,0.6,0.51,71,0.2,1,0.78,50,2,0.71,0.6,0.5
2,0,1,64,1,1,1,1,1,3,1,3,0,2,1,1,1,1,0.99,54,0.3,0.44,65,0.1,1,0.64,50,2,0.65,0.54,0.5
3,1,1,715,3,1,1,2,0,3,1,3,0,17,2,1,1,1,2.31,74,0.3,1.49,78,0.1,0,1.4,68,3,0.78,0.74,0.68
3,1,1,1065,4,0,3,1,1,2,0,2,0,25,10,1,1,1,1.04,62,0.6,0.8,76,0.3,0,0.8,55,3,0.76,0.62,0.55
3,1,1,956,4,0,1,1,0,4,1,4,0,1,2,1,1,1,1.4,43,0.6,0.85,54,0.3,0,1.1,65,2,0.54,0.43,0.65
3,1,1,510,1,1,6,1,0,2,1,3,0,22,1,1,1,1,1.58,19,0.3,0.66,31,0.2,0,1.36,76,2,0.31,0.19,0.76
3,1,1,463,1,0,3,1,0,3,1,3,0,22,2,1,1,1,1.45,48,1.2,0.87,71,0.1,0,0.7,32,3,0.71,0.48,0.32
2,0,1,169,2,0,8,1,1,2,0,2,0,22,25,1,1,1,0.49,102,0.6,0.3,122,0.2,1,0.52,25,2,1.22,1.02,0.25
3,1,1,491,1,1,1,2,0,3,1,2,0,10,1,1,1,1,1.69,67,1.2,0.92,78,0.2,0,0.96,56,3,0.78,0.67,0.56
3,1,1,496,1,1,3,1,0,3,1,3,0,22,1,1,1,1,1.83,150,0.6,0.99,169,0.2,0,1.4,123,2,1.69,1.5,1.23
3,1,1,676,3,1,1,1,0,4,1,3,0,22,12,1,1,1,1.79,101,1.2,1.46,112,0.1,0,1.28,160,3,1.12,1.01,1.6
3,1,1,1185,4,1,3,3,1,3,1,3,0,1,23,1,1,1,2.99,218,1.2,1.43,281,0.1,0,2.47,208,2,2.81,2.18,2.08
3,1,1,743,3,1,1,2,0,3,1,3,0,1,22,1,1,1,1.93,106,1.2,0.5,112,0.3,0,1.7,120,2,1.12,1.06,1.2
3,1,1,1121,4,1,1,1,0,4,1,3,0,1,22,1,1,1,2.53,113,0.6,1.39,122,0.2,0,1.52,104,3,1.22,1.13,1.04
2,0,1,31,1,0,5,2,1,3,1,3,0,17,2,1,1,1,1.65,50,0.3,0.69,80,0.2,0,1.12,64,2,0.8,0.5,0.64
3,1,1,1012,4,0,1,1,1,2,1,2,0,17,2,1,1,1,1.73,44,0.6,1.27,50,0.1,0,1.82,123,2,0.5,0.44,1.23
2,0,1,208,2,1,6,2,1,3,1,4,1,22,25,1,1,1,0.94,5040,1.2,0.55,5040,0.3,1,1.0,50,2,0.0,0.0,0.5
3,1,1,886,3,1,3,2,0,2,1,3,0,1,22,1,1,1,1.5,176,0.3,0.56,245,0.2,0,1.36,84,3,2.45,1.76,0.84
3,1,1,837,3,1,3,1,0,2,1,2,0,22,1,1,1,1,1.64,211,0.3,0.64,281,0.2,0,1.7,123,3,2.81,2.11,1.23
3,1,1,593,3,0,3,0,0,2,1,0,0,2,1,1,1,1,1.19,80,1.2,0.74,95,0.2,0,1.0,78,2,0.95,0.8,0.78
2,0,1,286,3,0,4,1,0,2,0,1,0,1,25,1,1,1,2.26,74,0.6,0.97,104,0.3,0,2.1,65,2,1.04,0.74,0.65
2,0,1,189,2,1,1,2,1,2,1,1,0,25,22,1,1,1,0.54,29,1.2,0.32,34,0.3,0,0.32,32,2,0.34,0.29,0.32
2,0,1,411,5,1,1,2,1,4,1,3,0,2,15,1,1,1,1.79,76,1.2,0.6,109,0.1,0,1.4,72,2,1.09,0.76,0.72
3,1,1,937,3,1,6,1,0,4,1,3,0,1,25,1,1,1,2.36,23,1.2,0.63,23,0.3,0,1.9,115,2,0.23,0.23,1.15
3,1,1,1107,4,0,6,1,0,4,1,2,0,22,3,1,1,1,1.78,12,1.2,1.27,14,0.3,0,1.04,123,2,0.14,0.12,1.23
3,1,1,685,3,1,1,1,1,4,1,3,0,1,2,1,1,1,1.51,74,0.3,0.93,84,0.3,0,1.43,60,3,0.84,0.74,0.6
3,1,1,967,4,0,1,1,0,3,1,3,0,17,10,1,1,1,3.32,77,1.2,1.85,80,0.3,0,1.9,120,3,0.8,0.77,1.2
2,0,1,405,5,0,6,1,1,3,0,2,1,2,17,1,1,1,1.61,2340,1.2,0.86,3380,0.2,1,0.8,48,2,0.0,0.0,0.48
3,1,1,1042,4,0,3,1,0,3,0,1,0,25,10,1,1,1,1.28,61,0.6,0.97,65,0.2,0,1.0,78,2,0.65,0.61,0.78
3,1,1,880,3,1,3,2,0,4,1,3,0,22,1,1,1,1,1.57,166,1.2,0.65,194,0.3,0,1.95,76,2,1.94,1.66,0.76
3,1,1,621,3,0,3,2,0,3,1,2,0,22,2,1,1,1,1.16,56,1.2,0.47,65,0.2,0,0.64,44,2,0.65,0.56,0.44
2,0,1,31,1,0,5,2,1,3,1,3,0,17,2,1,1,1,1.65,60,1.2,0.77,80,0.1,0,1.12,80,3,0.8,0.6,0.8
3,1,1,745,3,1,1,2,0,3,1,3,0,17,2,1,1,1,1.51,78,0.3,1.13,99,0.2,0,0.88,64,3,0.99,0.78,0.64
2,0,1,176,2,0,8,1,1,4,0,1,1,22,25,1,1,1,0.46,2007,0.6,0.22,3211,0.3,0,0.4,25,1,0.0,0.0,0.25
3,1,1,682,3,1,1,1,1,3,1,2,0,1,25,1,1,1,1.94,98,0.3,0.95,118,0.3,0,2.3,150,2,1.18,0.98,1.5
3,1,1,1169,4,1,3,1,1,4,0,1,0,22,20,1,1,1,2.44,252,0.6,1.3,266,0.2,0,2.08,116,3,2.66,2.52,1.16
3,1,1,1069,4,0,3,1,1,4,1,3,0,22,1,1,1,1,1.91,99,1.2,1.52,108,0.3,0,1.12,117,3,1.08,0.99,1.17
3,1,1,670,3,1,1,1,0,3,1,3,0,1,2,1,1,1,1.06,60,0.6,0.34,74,0.1,0,0.72,65,2,0.74,0.6,0.65
3,1,1,1008,4,0,1,1,1,2,0,2,0,22,3,1,1,1,2.18,52,1.2,1.28,52,0.3,0,1.8,95,2,0.52,0.52,0.95
3,1,1,506,1,1,3,2,1,3,1,2,0,22,17,1,1,1,2.38,196,0.6,1.56,266,0.3,0,1.76,149,3,2.66,1.96,1.49
3,1,1,500,1,1,3,2,0,3,1,3,0,22,1,1,1,1,1.79,166,1.2,1.42,184,0.3,0,2.08,84,2,1.84,1.66,0.84
3,1,1,822,3,1,1,3,1,3,1,3,0,2,1,1,1,1,0.91,50,0.6,0.63,84,0.3,0,0.8,78,3,0.84,0.5,0.78
3,1,1,685,3,1,1,1,1,4,1,3,0,1,2,1,1,1,1.81,89,0.3,0.96,94,0.3,0,0.88,97,3,0.94,0.89,0.97
2,0,1,190,2,1,1,3,1,3,1,3,0,17,2,1,1,1,1.64,76,1.2,1.18,84,0.3,0,0.96,91,2,0.84,0.76,0.91
2,0,1,74,1,1,1,2,1,2,0,4,0,2,1,1,1,1,0.86,54,0.6,0.35,68,0.1,0,1.43,65,2,0.68,0.54,0.65
2,0,1,111,2,0,1,1,1,3,0,1,0,1,2,1,1,1,1.16,38,0.6,0.61,52,0.3,0,0.9,50,2,0.52,0.38,0.5
2,0,1,115,2,0,1,2,1,2,1,2,0,25,23,1,1,1,0.79,54,1.2,0.65,56,0.1,0,1.2,90,2,0.56,0.54,0.9
3,1,1,839,3,1,3,1,0,5,1,3,0,22,1,1,1,1,1.96,176,0.3,0.82,210,0.3,0,2.21,96,2,2.1,1.76,0.96
3,1,1,646,3,0,3,2,1,3,1,3,0,1,25,1,1,1,2.52,119,0.6,1.33,144,0.1,0,2.86,188,2,1.44,1.19,1.88
3,1,1,702,3,1,1,2,0,3,1,2,0,2,17,1,1,1,1.75,79,0.6,0.74,112,0.3,0,1.2,123,2,1.12,0.79,1.23
3,1,1,952,4,0,1,1,0,3,1,2,0,9,23,1,1,1,3.28,57,0.6,2.73,70,0.3,0,1.6,80,3,0.7,0.57,0.8
2,0,1,235,3,0,1,1,1,2,1,2,0,20,10,1,1,1,2.54,50,1.2,1.74,72,0.1,0,1.7,80,2,0.72,0.5,0.8
3,1,1,706,3,1,1,2,0,3,1,3,0,2,1,1,1,1,1.74,78,0.3,0.97,84,0.1,0,1.0,48,3,0.84,0.78,0.48
2,0,1,79,1,1,3,2,1,3,1,3,0,23,25,1,1,1,0.95,109,1.2,0.8,119,0.3,0,1.04,64,2,1.19,1.09,0.64
3,1,1,889,3,1,3,2,0,3,1,3,0,17,2,1,1,1,2.05,167,1.2,0.61,237,0.1,0,1.82,110,2,2.37,1.67,1.1
2,0,1,377,3,1,6,1,1,4,1,3,1,2,19,1,1,1,1.37,4200,0.3,0.79,5460,0.3,1,1.17,48,2,0.0,0.0,0.48
3,1,1,932,3,1,3,3,1,3,0,2,0,22,1,1,1,1,1.95,221,0.6,0.85,237,0.2,0,1.28,72,3,2.37,2.21,0.72
2,0,1,218,2,1,10,3,1,5,1,3,0,22,25,1,1,1,0.45,157,0.6,0.23,226,0.1,0,0.52,109,1,2.26,1.57,1.09
2,0,1,111,2,0,1,1,1,3,0,1,0,1,2,1,1,1,1.16,34,0.3,0.61,40,0.1,1,0.72,50,2,0.4,0.34,0.5
3,1,1,644,3,0,3,2,1,4,1,3,0,2,17,1,1,1,2.21,127,0.3,1.16,165,0.2,0,1.5,169,3,1.65,1.27,1.69
3,1,1,552,3,0,1,1,1,3,1,1,0,17,2,1,1,1,2.17,45,0.6,1.35,50,0.1,0,0.88,60,3,0.5,0.45,0.6
3,1,1,610,3,0,3,1,1,3,1,2,0,2,1,1,1,1,1.21,96,0.6,0.63,98,0.2,0,0.8,48,3,0.98,0.96,0.48
